T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc
99089,73495,18172,1528,2075,3774,437,100917,75594,18380,1530,1859,3187,183,81584,63814,12102,1009,1555,2819,302,80283,66428,9798,962,1230,1655,83,441,836,554,83,44934,14572,27214,56286,20754,34685,57720,20503,36677,6321,21390,22384,6631,11277,5607,1003,873
97908,79687,11064,1145,2074,3355,340,103730,82420,14098,1272,2550,3424,313,84288,70657,7909,789,1624,2612,234,86859,73851,8930,611,1426,1730,80,317,905,716,80,51508,14992,33249,64127,20665,42508,68074,20295,47204,4452,17422,21703,8145,15696,7304,1631,1467
94757,33115,41269,5358,1697,16465,399,96051,34379,41226,4924,2134,15791,285,69332,27307,27623,3580,1161,11176,276,67585,28828,24627,3391,794,9891,98,3023,626,8585,98,24803,12150,10991,33906,17909,15480,35506,17228,17909,11611,20963,16251,6223,5676,2189,366,306
101362,40444,31653,10621,3219,19214,709,114559,43484,35928,14450,4550,19805,1460,72553,32712,20169,6734,2228,12468,416,79761,35978,21283,8085,2055,11585,582,7124,1773,10164,582,26959,12206,12753,39723,19913,19184,44686,21172,23083,9367,21820,15837,7029,8230,3397,373,289
97267,51086,35227,4983,2947,4887,1257,108205,55698,40305,6015,2172,5513,725,78311,45532,24304,3409,2324,3336,1088,82689,49610,24625,3827,1241,2841,548,3234,1006,1359,548,34795,13827,18964,45521,19589,25344,50053,20771,28858,8828,21612,19269,6814,10062,4956,710,682
95987,61316,23873,5189,1530,4437,318,101417,64105,27454,5133,2476,3835,341,81057,54677,17588,3830,1124,3479,207,80588,56094,17246,3417,1274,2146,81,3061,752,1253,81,29984,10159,18031,39957,14522,24861,44887,15352,29130,10378,23606,20176,6716,10833,3791,361,562
101041,62618,25667,7023,3310,3584,746,113418,68298,30701,7338,4146,4546,501,70269,46252,15488,4364,2180,2295,426,80107,53157,17877,4784,2172,1711,157,4241,1603,758,157,27691,8813,16573,44841,16256,27815,53473,18037,34885,5047,18769,17949,7798,10479,3182,355,558
101194,66297,25840,4271,2824,3014,449,106823,67306,28498,5224,3515,3184,485,81605,57262,17524,2999,1930,2201,297,82880,58347,17524,3205,1972,1418,46,2686,1326,692,46,45502,17775,24688,57956,25781,31409,62445,27885,33993,4844,15032,17685,7333,16431,9389,1360,1266
98499,74015,13484,2589,6347,2148,347,99269,72512,13188,3171,6834,2576,241,84021,65629,9880,1908,4758,1633,237,81483,64538,9514,1912,4192,1020,100,1385,3277,286,100,58934,29550,25874,68056,38160,29124,66523,37971,27860,1616,8602,14046,5012,21594,13998,5383,4301
99589,69002,20308,3156,5255,2767,357,100450,68299,21337,3660,5890,2754,636,80596,59004,14038,2088,3710,1965,230,78842,58604,14217,2077,2741,741,82,1452,2092,254,82,49834,20598,25723,62455,29863,31744,64257,31141,32454,3226,11303,16056,7063,19231,10562,2060,2156
96327,52093,33990,3867,4273,4260,373,101855,54218,36955,4656,4627,4538,267,76712,44445,24412,2669,3117,3103,233,77712,47558,23717,2128,2299,1929,14,1740,1860,896,14,42542,21756,17807,53621,29747,23092,55773,30139,25029,5135,14631,16740,6387,16403,7880,1396,1430
100465,49036,37654,5511,5403,5239,477,98493,47688,36680,5567,6361,5547,522,81447,43655,26972,3844,4286,3919,327,73784,42780,22161,2862,3323,2429,163,1728,2551,1291,163,34014,19232,12028,41481,26118,14610,38066,23330,14160,9891,14301,17598,5275,11525,5001,1060,1346
100559,55274,28448,8325,5635,4814,633,103326,56441,29900,9010,6190,4758,766,84369,49834,21415,5686,4677,3718,409,82602,50923,20932,4710,3115,2268,127,3725,2171,1028,127,40148,27738,9305,49174,37014,11407,45445,33887,10835,6739,12697,16176,5109,14776,7943,1607,2525
99132,63474,21609,7185,4816,3349,550,99335,63269,22395,6630,5305,3005,308,82597,55984,15624,5090,3721,2574,386,80201,56668,15365,4190,2399,1276,125,3496,1797,558,125,47132,23283,20511,56083,31425,23753,53202,30057,22502,4342,13698,18433,7022,14906,7703,1156,1555
100918,53081,31363,9696,5666,3895,739,104871,53691,33605,10481,6401,3838,544,75806,43337,20794,6139,4013,2677,497,75257,44671,20038,6178,3004,782,113,5705,2281,217,113,36581,17166,16241,46564,25184,20468,47228,25033,21547,4426,14979,17526,7853,11324,5367,576,561
99113,13515,77087,4800,1990,5798,262,96785,11381,78709,3941,1732,7459,511,72117,11688,54150,3243,1430,4112,175,59420,9949,44649,2316,834,1589,19,2028,724,1176,19,23931,17738,4821,30222,22464,7315,27703,18448,8942,17240,18740,14392,4036,5101,1530,408,188
102462,26694,65312,4493,3132,7248,288,104766,26800,67647,4585,4633,6761,216,81419,24810,48170,3349,2623,5248,180,76541,25374,43473,2774,2425,2187,23,2104,1593,1835,23,28755,21843,5116,36127,27997,7659,33707,24135,9161,12177,17038,14753,4258,6748,3645,628,625
95466,65169,19210,2693,1677,7634,420,109846,76063,21455,4337,2193,6866,646,76747,56298,12556,1747,1170,5170,274,85848,66560,12114,2572,730,3391,154,1917,520,2381,154,33294,8511,22849,50258,14745,34860,63686,17882,45269,9018,21846,20375,6642,9958,4237,758,738
96250,69553,16079,4146,4407,2621,687,104124,73805,17166,6072,4681,3077,270,71670,54404,10069,2580,2883,1754,409,75156,57477,9662,3770,2474,1517,50,2368,1722,558,50,31171,9913,18781,50130,18769,30540,57319,21248,35500,3505,15828,17332,6543,14821,5307,908,729
103348,73445,17526,4864,5188,2731,783,112865,79604,19729,4723,6714,3192,823,72486,53295,10938,2961,3473,1762,466,78251,59033,11358,2711,3438,1164,215,2015,2528,323,215,38325,11609,23738,56378,19526,36015,65319,21774,42976,2193,13042,15275,6633,18517,7331,1282,849
98458,67710,11620,4654,12998,1769,466,101160,67351,13053,4736,14141,2470,673,73677,53516,7336,2997,8593,1136,265,72549,53569,8189,2620,6732,778,104,2283,6238,380,104,41965,15854,23567,58517,25456,32462,61352,26431,34252,2519,11211,12941,5896,21184,10227,1933,1481
101033,70922,20616,3749,3028,3328,510,103079,72868,19829,4016,4395,2164,178,81085,60397,13682,2437,2262,2394,303,77344,60160,10715,2433,2575,1291,21,1997,1745,413,21,37058,12287,21785,49352,19045,29506,50001,19411,30099,6550,19426,19426,6780,14037,4743,1018,758
104261,68059,17447,6692,10008,2705,639,111698,72501,19456,6844,10010,3371,569,72024,48500,10932,4093,6776,1714,402,74908,52932,11959,3762,4606,1278,57,3265,3708,528,57,37953,13647,20747,54161,23156,30058,56050,23198,32211,2298,8743,14837,7452,19984,7403,1630,909
102368,73019,16877,4763,5503,2849,624,105624,73807,18849,5717,5890,3058,583,79597,59453,11065,3212,3994,1918,393,79004,60146,10960,3042,3318,1171,24,2288,2486,414,24,41729,13843,24221,53529,21562,31105,53140,21346,31238,4465,16262,18619,6876,16929,6172,1370,1034
103615,71740,20420,4423,3367,4269,725,102395,71219,18301,5414,3783,4044,786,79930,58375,13283,2894,2487,2902,461,75427,57651,10272,2948,2071,1846,296,2257,1519,1065,296,43361,13722,25643,54992,21146,32836,53071,20593,31831,4337,16300,19529,7335,14960,6851,1394,779
99898,50874,22159,8680,16018,3494,613,99783,51586,21542,9095,15827,3768,986,75045,41176,14847,5820,11147,2387,398,70474,43307,12657,5302,7209,1704,151,4439,6337,1093,151,36122,17039,16152,48943,26633,21496,47360,24419,22254,3919,11267,13858,6218,19471,9249,1452,1617
103525,55472,24860,8602,11755,4597,629,105835,60512,24168,7359,12000,4293,702,81412,46892,17391,5881,8747,3280,420,77786,50491,14665,4320,6060,1830,124,3319,5128,1226,124,42392,20948,17472,53864,30602,22205,50473,27852,21876,3667,13444,17042,8024,21074,8179,1149,1379
96380,57314,23564,5515,7798,3365,614,98129,57694,23679,5672,9574,2565,355,72937,45946,15758,3709,5712,2275,433,69565,45847,13448,3265,5635,1114,19,2969,4648,594,19,40522,16691,20181,51562,25148,25477,48593,22672,25300,4657,12038,15242,6228,16356,7055,1022,1034
97871,38267,48085,5902,2570,5338,869,99530,41732,47736,5587,2768,3821,616,70721,31333,31097,3888,1932,3604,555,61512,34084,21027,3306,1403,1398,59,2705,914,957,59,25421,11027,11436,32116,16880,14466,29744,15288,14044,11431,17570,16887,5637,8131,3113,337,210
99630,46684,33388,9264,4854,7611,932,97343,45005,34297,9331,4718,6138,883,77139,39716,22721,6477,3909,5334,577,69425,39366,18459,5757,2494,3030,142,4545,1802,2231,142,31470,15569,12359,40074,23238,15775,36101,20195,15293,7118,15659,17282,5944,12837,4789,705,422
96842,51474,23296,8530,8533,7510,696,99970,50966,25311,10154,9506,6044,715,78508,44934,16823,6040,6676,5283,494,76366,45254,17186,6144,4737,2515,254,5233,3645,1910,254,42295,24064,14430,51475,33344,17204,47132,29626,16766,4635,10959,14636,5888,18723,9326,2039,2549
97971,51428,22047,8131,13254,4625,682,102423,50555,24105,9677,14321,6155,909,85908,47371,17288,6368,12110,3587,490,80867,47279,17708,6049,6005,2777,386,4691,4517,1743,386,26299,15851,7643,36221,24684,10686,32618,20672,11401,4351,8469,12482,3555,16665,8257,1010,1771
100661,58714,19487,10801,8811,4274,644,100934,57871,19759,10475,10281,4098,561,79624,49412,13687,7594,6484,3027,420,76225,48907,12718,7276,5323,1664,182,6537,4477,1265,182,46039,23809,18716,59256,34803,23573,55975,32023,23222,2948,10209,14364,6223,22461,10655,1814,1703
97447,19047,52324,19822,5362,4747,619,101431,22275,51125,22422,6205,4723,598,67887,15418,34229,13041,3842,3266,403,64619,18392,27968,13163,3389,1408,289,11903,2974,856,289,26372,18327,6231,37016,26818,9636,38902,25871,12438,8826,15242,14137,5520,9689,4388,903,482
96997,13322,63009,16792,2673,5196,680,94818,14091,62447,15105,3140,5317,321,69710,11788,42576,11989,2061,3636,425,58243,12455,32487,10416,1172,1557,35,10021,952,1258,35,20323,15970,2996,27468,21769,5246,25312,18590,6327,17620,17195,11559,3667,5273,2447,633,271
103651,13378,75544,11542,2428,4388,525,113124,12858,84290,12672,2002,5900,334,70020,11171,48699,7323,1756,3036,334,60659,10576,40402,6950,804,1762,70,6662,711,1487,70,17334,12834,3328,24167,18145,5657,23572,15604,7719,18677,21982,11246,4066,4436,1745,232,197
98355,24309,56625,11593,5021,3830,765,101982,26015,56524,12027,5391,3887,812,69319,19729,37401,7419,3593,2534,550,64282,21317,30934,7434,2900,1240,112,6996,2608,716,112,25953,15383,8736,34662,21784,12332,33934,19402,14157,10144,17205,15031,6438,8164,3031,425,362
98867,21423,59648,11138,5777,3909,543,108353,23348,64983,15110,4891,3232,395,69612,17804,39215,7187,4204,2628,372,66566,20291,33301,9142,2739,779,45,8347,2237,473,45,23325,13930,7700,31627,20147,11015,30692,17817,12519,11904,19546,15498,5730,6217,2267,484,533
99188,10001,78528,8226,1795,3886,373,100562,9324,80167,8461,1501,4565,1006,66194,8223,50619,5283,1256,2612,232,47885,8076,32486,4869,531,1300,62,4439,467,1155,62,16524,12139,3232,21683,16312,4996,18524,12497,5827,19698,19543,9608,3675,2965,990,89,110
101974,19254,66525,11265,3886,4558,393,101645,19728,67475,10777,3513,4927,305,70575,16205,43335,7186,2625,3054,254,53305,16666,29404,4296,1437,1422,136,3527,1158,777,136,18027,11492,5162,23195,15677,7152,20158,12585,7336,17742,18111,11842,3616,4470,1332,215,121
94541,14070,67487,8793,2963,4411,286,98643,12824,73793,8804,2107,4630,182,66268,12142,45046,5710,2095,3091,176,47721,11429,29576,4347,1024,1400,26,3744,954,820,26,17117,12745,3216,21845,16748,4767,18812,13415,5168,21251,16084,9656,3769,5092,1767,502,299
96331,30029,48938,11036,3406,5646,584,97909,30650,49779,11449,3465,4304,349,74255,27251,33922,7840,2748,4124,401,62072,28257,22972,6568,2057,2050,61,5521,1505,1522,61,24089,17179,4936,32584,25065,6951,29963,21904,7587,14097,15145,12855,3679,12373,4606,983,581
99561,32500,45693,12345,6085,5936,466,97585,30559,47743,10161,6307,6128,375,74722,28191,30998,8415,4501,4269,305,61952,27122,23059,6199,2773,2765,100,5164,2526,1530,100,22183,12065,8337,28320,17233,10533,25576,14670,10559,11285,16980,13606,4466,7685,2197,302,196
94723,45692,32896,8970,5178,4028,546,95462,44776,34352,8913,6109,4443,591,72275,38357,22251,5881,3882,2799,339,67756,38407,19711,4878,3152,1232,39,4133,2359,847,39,30249,13296,14442,39045,19655,18658,36228,17521,18266,9574,20254,16130,6291,7769,3354,456,588
97211,68587,13316,3521,4401,8494,342,95984,69070,13617,3790,3744,6305,458,84060,62580,9768,2693,3568,5776,253,80245,62793,9141,2335,2253,3394,191,1367,1570,2985,191,46110,22951,19794,57677,31719,25130,53604,27651,25436,3854,11305,15850,5017,26161,9115,3256,1833
94519,66856,15902,4198,5370,2701,328,93618,64460,17349,3598,5936,1791,730,76943,56680,11304,3209,3832,1991,203,73290,54968,10959,2324,3909,676,454,1643,2962,334,454,48906,24496,21089,59962,33464,25808,57377,30579,26143,4049,8788,11803,4417,23121,10536,5946,1856
97975,54215,24713,10055,5266,5903,437,99322,53623,25530,11005,6034,5984,258,80620,47596,18283,7385,4079,4401,235,77336,47307,16232,6556,3695,3157,54,5916,2654,2362,54,39522,24855,11706,51327,35383,15094,48553,33058,14886,6228,11547,15776,5552,18665,8013,3736,1257
94599,52449,28044,7454,3968,4210,425,95516,50238,28653,11082,3056,6319,769,74674,45623,18640,5104,2918,3079,292,68924,44104,13623,6173,1766,2690,265,4900,1384,2021,265,36577,18176,15707,44604,25434,18471,41750,23566,17711,7748,13991,15796,6173,14388,6090,1759,1027
95029,63033,20175,3468,6114,2670,414,95683,61457,22126,4193,5876,2650,391,75483,53295,13461,2454,4477,1968,267,69770,53267,10225,2199,2453,1302,121,1767,1848,701,121,42689,18347,21301,51183,25159,25313,48811,23071,25227,5722,13058,14930,5721,17477,8884,2103,818
100093,65511,16863,5540,9937,2612,337,104491,65138,19514,6927,11056,3248,704,79084,54593,11587,3758,7167,1936,213,76176,55190,11605,3367,4295,1034,103,3017,3638,599,103,37696,16400,18515,50249,25176,24315,50959,24332,26119,4790,12122,15542,6107,18740,8656,1929,1234
95046,75164,8000,2750,7109,1682,330,99107,76611,9381,2407,8070,1205,359,73945,60375,5349,1857,4731,1196,211,73170,61654,5750,1271,3401,806,58,1015,2926,42,58,45020,15504,26928,59776,24085,35084,60139,23478,36177,1459,8579,13726,5913,22140,10466,3487,1427
100695,79724,6985,2790,9344,1393,254,100307,76646,8973,3534,9571,1354,316,83487,68210,5132,2085,6605,1020,143,79155,65468,5983,2368,4457,712,22,1778,3514,257,22,53500,22703,27808,65461,30619,34226,63946,28640,34756,1359,7864,12835,4922,28085,13284,4567,2877
99152,85576,6532,1871,2955,1725,267,101451,88105,6037,2266,2931,1525,211,85015,75093,4627,1303,2174,1268,173,84725,76549,4057,1455,1606,876,33,1078,1174,69,33,53547,16256,34533,68917,23334,44917,72943,24120,48387,2075,12767,17064,7521,24140,10768,3092,1711
97533,72696,11267,3588,7852,2197,443,102642,75784,10324,5095,9728,1804,720,72655,56073,7303,2336,5327,1506,242,71973,57610,6435,2570,4225,670,46,2222,3528,298,46,39668,12732,24460,57380,21098,35674,60986,21766,38784,2660,9340,15584,7215,18645,9455,2256,1755
99123,61953,19536,6159,8800,3229,496,103237,63769,21048,6987,9482,2590,592,77914,51992,13190,4093,6343,2347,350,73781,53394,11252,4430,2850,1215,107,3444,2554,479,107,37179,14634,19643,46646,21296,24521,44627,19702,24420,5156,16404,17445,6322,15020,6799,880,797
101891,60397,26156,7747,4609,4369,550,101447,58456,26438,7079,7164,5214,535,79319,50130,17928,5215,3421,3108,363,74727,48650,15273,3911,3637,2608,203,3103,2592,1240,203,36391,14246,18970,45419,20814,23673,41040,18170,22338,8491,17146,18660,7449,11472,3996,604,540
96904,65492,18005,5436,5745,2926,442,97129,63400,20606,5525,6301,2893,496,77194,54620,12465,3734,4316,2112,279,75582,54379,13282,3290,3034,1320,24,2222,2565,391,24,41534,15114,23378,51116,21407,28912,47816,19562,27759,4918,16934,17617,6574,13364,6049,1064,731
103158,63354,29214,6112,2697,2957,465,101628,59019,30985,7047,2524,3156,763,85443,58075,19530,4085,2026,2068,297,81272,55231,18973,4005,1259,1182,316,3182,919,558,316,41341,16532,22393,51589,23380,27630,50253,22805,27042,9442,24531,21043,8130,9876,5018,751,510
100958,84711,7875,2910,3837,1778,276,102445,83525,8777,3671,4858,1997,213,87931,76592,5151,1984,2664,1287,177,86491,76030,5517,1671,2189,885,60,1409,1858,303,60,53142,17470,33233,65147,24119,40494,65688,24645,40654,3284,18745,22035,7434,18010,10011,1879,1135
97251,60695,20802,8459,5215,3142,756,103915,64549,21845,8710,6384,2395,1292,69777,45825,13084,5464,3553,2047,471,73268,50570,12039,5388,3225,1173,226,4538,1971,452,226,32758,11405,19012,46857,18953,27190,49503,18919,30130,3220,15645,16945,7357,12599,4365,740,485
100829,52573,30287,9952,6771,2990,735,113178,54597,36911,12673,8072,3370,319,75448,42902,19701,6711,4759,2062,469,80596,45281,21516,8158,3732,1622,139,6915,2984,1004,139,36478,14496,19469,50530,22935,26876,56128,24453,31166,5145,13944,17006,8555,15075,6955,1397,746
97265,50457,33663,7686,3615,3366,637,111371,55923,42458,8019,3644,3547,404,71317,40192,21703,5109,2448,2352,436,78171,45707,23797,5139,1900,1226,74,4666,1193,726,74,27516,10341,15366,46144,19415,26016,56030,22586,32951,5452,15153,17604,8558,12769,5316,614,422
101333,66038,13379,3045,5831,13674,716,99093,68442,12738,3234,4396,9885,846,82318,56162,10071,2303,4353,9330,470,78435,59156,8571,2178,2246,5560,342,1547,1505,3515,342,40582,22319,14037,47935,29700,16716,43925,26089,15922,6314,17898,18421,5852,12631,4782,1623,1203
98405,67614,14919,2455,4149,9523,852,95692,64269,16798,2810,4642,7997,833,78275,56887,9982,1655,2824,6643,579,73904,56163,8809,1261,2345,4420,165,956,1876,2154,165,39407,20713,14540,47132,28029,17513,43951,24664,17446,7333,19205,19063,7131,11771,4038,1009,553
98766,60120,26179,2653,3218,7630,594,96696,58605,26645,3266,2884,6969,607,77439,50914,17266,1805,2397,5260,383,69917,50551,12695,1539,1549,3107,164,1109,1218,1521,164,35080,17336,14624,41768,22565,18064,37917,18654,18044,9739,18861,19171,8197,8686,3094,964,444
98904,66777,22938,1556,2765,5473,501,101084,68732,23099,1614,3387,4416,552,82152,58933,16016,1070,2057,4046,356,76729,60954,10901,1041,1605,1884,199,624,1068,795,199,50056,34426,11296,58530,43542,13508,53126,37824,13329,7641,15541,19173,6985,17051,7587,3222,1298
96967,60790,23527,2566,6986,4287,930,95810,59147,24885,2798,6498,4114,1186,77873,52012,16385,1809,5029,3066,661,71611,51360,13107,1375,3681,1270,262,727,3217,441,262,51195,34807,12733,57273,41594,14324,54559,38046,14799,5636,11954,17022,6826,17283,6938,2774,1145
98680,35248,48665,3989,8053,5974,923,99665,33325,52403,3849,8987,4781,1020,74959,30605,32815,2794,6145,4350,697,60081,29887,22360,1843,4479,728,180,1441,4087,240,180,30578,22029,5996,37631,28559,7964,34442,24188,8960,15983,13928,15993,6226,9845,3701,998,299
98832,63856,22878,2055,7207,3212,793,98475,66748,21349,2443,6011,3080,628,81958,55884,16289,1516,5847,2418,561,78045,59207,12521,1629,3334,909,104,1261,2501,113,104,50013,35218,11575,58379,43838,13352,55640,40722,13302,5201,12408,18310,6619,20221,8330,3103,1558
97937,60425,24706,2781,6781,3895,857,94385,55888,25091,3269,7579,3820,1066,78999,51782,17277,1915,5268,2823,611,69266,48516,12740,1848,4428,1051,159,1122,3297,196,159,45833,31882,10335,54963,40387,13162,51291,35908,13514,5219,13909,17038,6929,15220,6492,1987,1039
98106,65342,20226,2784,7049,3441,698,96865,63726,20779,2984,6792,2273,402,79064,55675,14070,1922,5118,2487,529,71290,56033,8504,1567,4398,606,19,1163,3225,57,19,51665,38220,10008,60080,46830,11960,56641,42861,11942,4983,9878,14149,6383,22762,8813,3358,1806
97597,64841,18015,2851,9404,2857,588,96868,63322,18828,3154,9462,2468,612,78420,54351,12833,2089,7068,2104,438,71514,53788,9513,1969,5426,451,151,1422,4045,32,151,53087,41438,8816,58574,47961,9537,54319,43757,9104,4234,7979,12704,4858,25045,11115,4575,2081
105739,69249,19584,4582,10026,3454,505,104280,67404,20264,3879,9266,2334,323,83257,56587,13729,3837,7172,2553,389,71772,55169,7315,2597,5618,692,94,2038,4921,91,94,52990,43219,7023,60454,51233,8145,55661,46123,8154,5755,6200,9030,3547,25548,14659,7005,3279
108532,76651,16591,4107,2969,8592,1075,104591,74960,16358,4018,2770,7142,734,88759,64519,12443,3290,2174,6091,744,81821,63442,10025,2759,1145,4023,209,2536,959,1900,209,45602,14395,28079,52959,18833,32956,48692,16476,30750,9478,23108,23488,8544,10464,3215,1059,518
